trial,testing,parameters,initial_deadline,final_deadline,net_reward,actions,success
281,False,"{'a': 0.5, 'e': 0.05628657748058465}",20,11,17.327931668017136,"{0: 9, 1: 0, 2: 0, 3: 0, 4: 0}",1
282,False,"{'a': 0.5, 'e': 0.05588808968920634}",20,12,19.53215214035316,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
283,False,"{'a': 0.5, 'e': 0.055493818682271524}",20,12,15.468572834772884,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
284,False,"{'a': 0.5, 'e': 0.05510370517313585}",25,17,14.21773313473085,"{0: 8, 1: 0, 2: 0, 3: 0, 4: 0}",1
285,False,"{'a': 0.5, 'e': 0.054717690913443466}",20,8,13.147472755277681,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
286,False,"{'a': 0.5, 'e': 0.05433571867138301}",25,15,20.30593095313637,"{0: 10, 1: 0, 2: 0, 3: 0, 4: 0}",1
287,False,"{'a': 0.5, 'e': 0.05395773221047293}",20,13,14.648377224455201,"{0: 7, 1: 0, 2: 0, 3: 0, 4: 0}",1
288,False,"{'a': 0.5, 'e': 0.05358367626886145}",25,10,29.650433318693963,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
289,False,"{'a': 0.5, 'e': 0.05321349653912722}",25,9,33.75462831238826,"{0: 16, 1: 0, 2: 0, 3: 0, 4: 0}",1
290,False,"{'a': 0.5, 'e': 0.052847139648566535}",20,5,24.663677713813275,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 0}",1
291,False,"{'a': 0.5, 'e': 0.052484553139953996}",30,18,11.721510042294867,"{0: 11, 1: 0, 2: 1, 3: 0, 4: 0}",1
292,False,"{'a': 0.5, 'e': 0.052125685452763706}",20,4,-15.293872099143414,"{0: 15, 1: 0, 2: 0, 3: 0, 4: 1}",1
293,False,"{'a': 0.5, 'e': 0.05177048590483809}",30,7,38.27282117007074,"{0: 23, 1: 0, 2: 0, 3: 0, 4: 0}",1
294,False,"{'a': 0.5, 'e': 0.05141890467449262}",25,20,8.239654364111972,"{0: 5, 1: 0, 2: 0, 3: 0, 4: 0}",1
295,False,"{'a': 0.5, 'e': 0.05107089278304447}",30,13,17.28494125635707,"{0: 16, 1: 0, 2: 1, 3: 0, 4: 0}",1
